teks,kategori
"Warga Rancamanyar ngeluh Tempat penampungan sampah lumpur sedimennya udah tebel bgt, dampaknya anak sekolah ga bs lewat, tlg pak camat segera tinjau lokas",Sampah/Banjir
"mohon aparat keamanan segera bertindak tegas, Pencurian rumah kosong d Pangalengan udah berkeliaran bawa senjata tajam / cerulit bikin warga jadi was-was dan ga tenang",Keamanan/Ketertiban
"Parah banget Kartu Sembako Murah sekitar Tegalluar proses birokrasinya dipersulit petugas kelurahan, anak yatim ga bisa beli perlengkapan sekolah tolong segera ditindak",Bansos
"Lapor pak, Data Terpadu Kesejahteraan Sosial (DTKS) Solokan Jeruk kualitas beras berkutu, apek dan hancur warga miskin beneran cuma bisa gigit jari. tlg dinas sosial audit ulang data penerima",Bansos
Motor parkir di depan rumah sering hilang tiap malam,Keamanan/Ketertiban
"Data Terpadu Kesejahteraan Sosial (DTKS) di Kopo aplikasi pendaftaran bansos error dan gbs login, warga miskin beneran cuma bisa gigit jari, tolong bantu proses pencairan kartu sy min",Bansos
Saluran air tersumbat sampah bikin ujan dikit langsung banjir,Sampah/Banjir
Min tolong Banjir tahunan daerah Ciwidey airnya item pekat dan berbau busuk sampe bau busuk kecium sampe radius 300 meter,Sampah/Banjir
"Lapor pak, Kartu Indonesia Sehat (KIS PBI) Rancamanyar nama dicoret tiba-tiba padahal miskin anak yatim ga bs beli perlengkapan sekolah. tlong verifikasi lapangan langsung ke rmh warga",Bansos
"Lapor pak, Akses jalan masuk Kopo penuh kubangan air bikin debu tebel kalo panas. minta tlong segera di hotmix",Jalan Rusak
"Parah banget Jalan dekat pasar sekitar Margahayu licin dan banyak kerikil tajam, bikin motor sering jatoh tiap malem plis segera ditindak",Jalan Rusak
Bantuan sosial PKH belum turun padahal sudah terdaftar dari lama,Bansos
Data penerima bansos ga pernah diperbarui padahal kondisi ekonomi berubah,Bansos
"Warga Cileunyi ngeluh Jalan dekat pasar rusak berat gak dibenerin, dampaknya bikin macet parah tiap pagi, tlong secepatnya di perbaiki min",Jalan Rusak
Warga difabel di desa saya belum menerima bantuan apapun,Bansos
"Jembatan kecil d Solokan Jeruk ancur lebur, udh brp kali ada korban kecelakaan, minta plis segera d hotmix",Jalan Rusak
"Parah banget Sound horeg hajatan sekitar Kutawaringin terjadi terus tiap malam minggu, banyak kehilangan mtr dlm sepekan tolong segera ditindak",Keamanan/Ketertiban
"Parah bgt Jalan komplek sekitar Cilengkrang rusak parah abis dilewatin truk, udh brp kali ada korban kecelakaan tlong segera ditindak",Jalan Rusak
"Warga Cibaduyut ngeluh Pencurian rumah kosong neror anak-anak sekolah pas pulang, dampaknya pedagang kecil rugi diperas terus, min tolong sampaikan ke babinsa/bhabinkamtibmas",Keamanan/Ketertiban
"Warga Cileunyi ngeluh Jalan alternatif rusak berat gak dibenerin, dampaknya angkot ga mau lewat situ lg, tlg pak lurah perhatikan jalan kami",Jalan Rusak
"Lapor pak, Banjir tahunan Solokan Jeruk penuh belatung dan lalat hijau anak sekolah ga bisa lewat. tolong keruk selokan min",Sampah/Banjir
Min tolong Aksi begal bersenjata daerah Ujungberung bikin suara bising ga bsa tidur tiap malam sampe korban mengalami luka sabetan sajam,Keamanan/Ketertiban
"Warga Gedebage ngeluh Jalan gang banyak jeglongan sewu, dampaknya bahaya bgt buat anak2 sekolah, kapan mau ditambal min?",Jalan Rusak
"jangan nunggu ada korban jiwa baru dibenerin, Jalan desa d Katapang udah bergelombang bikin oleng bikin bikin macet parah tiap pagi",Jalan Rusak
"Parah banget Kartu Keluarga Sejahtera (KKS) sekitar Dayeuhkolot udah 3 bulan belum cair tanpa penjelasan, warga ngeluh ga ada transparansi tolong segera ditindak",Bansos
"Drainase pemukiman di Kutawaringin merendam rmh warga setinggi paha, warga terpaksa ngungsi ke mushola, tolong armada truk sampah segera dateng",Sampah/Banjir
Min tolong Sungai/kali daerah Sukamenak menggunung udah berminggu-minggu ga diangkut sampe motor mogok massal pas nekat nerobos,Sampah/Banjir
"Lapor pak, Maling jemuran dan gas lpg Cibaduyut maksa minta uang keamanan ke pedagang kecil lingkungan jadi rawan kriminal. mohon pasang lampu jalan dan cctv d titik rawan",Keamanan/Ketertiban
"tolong secepatnya di perbaiki min, Jalan utama di Kutawaringin udah bolong dalem banget bikin bikin motor sering jatoh tiap malem",Jalan Rusak
"Trotoar di Cangkuang aspalnya udah ngelupas abis, bahaya bgt buat anak2 sekolah, jangan nunggu ada korban jiwa baru dibenerin",Jalan Rusak
"Tikungan jalan di Rancaekek rusak parah abis dilewatin truk, pemotor sering kaget ngerem mendadak, jangan nunggu ada korban jiwa baru dibenerin",Jalan Rusak
"Parah bngt Drainase pemukiman sekitar Bojongmalaka menggunung udah berminggu-minggu ga diangkut, bikin warga gatal-gatal dan batuk tolong segera ditindak",Sampah/Banjir
"Lapor pak, Bantuan bedah rumah rutilahu Tegalluar saldo d kartu e-warong kosong melompong warga miskin beneran cuma bisa gigit jari. kemensos tlg perbaiki sistem data DTKS",Bansos
"Sungai/kali d Cibiru lumpur sedimennya udah tebel bgt, anak sekolah ga bisa lewat, tolong armada truk sampah segera dateng",Sampah/Banjir
"min tlong sampaikan k dinas terkait, Jalan alternatif di Katapang udah retak-retak parah bikin pemotor sering kaget ngerem mendadak",Jalan Rusak
Petugas keamanan lingkungan kurang responsif kalau ada laporan warga,Keamanan/Ketertiban
"Parah bgt Pencairan dana bansos d kantor pos/bank sekitar Solokan Jeruk udah 3 bulan belum cair tanpa penjelasan, uang bantuan berkurang banyak kepotong pungli tolong segera ditindak",Bansos
"Parah banget Preman pasar sekitar Cangkuang neror anak-anak sekolah pas pulang, lingkungan jadi rawan kriminal tolong segera ditindak",Keamanan/Ketertiban
Min tolong Tumpukan sampah liar daerah Soreang menggunung udah berminggu-minggu ga diangkut sampe barang elektronik pada rusak kerendem,Sampah/Banjir
Anak-anak sering diintimidasi kakak kelas di jalan pulang sekolah,Keamanan/Ketertiban
Min tlong Geng motor ugal-ugalan daerah Gedebage bikin suara bising ga bs tidur tiap mlm sampe warga jadi was-was dan ga tenan,Keamanan/Ketertiban
"Warga Arjasari ngeluh Data Terpadu Kesejahteraan Sosial (DTKS) salah sasaran yg mampu dan bermobil malah dapet, dampaknya warga ngeluh ga ada transparansi, plis usut tuntas pungli bantuan sosial ini",Bansos
"Parah bgt Aksi curanmor sekitar Baleendah beraksi pas subuh warga lagi sholat, banyak kehilangan muntor dlm sepekan tlg segera ditindak",Keamanan/Ketertiban
"Parah banget Jembatan kecil sekitar Baleendah aspal hotmi nya ngelotok, udh brp kali ada korban kecelakaan tlong segera ditindak",Jalan Rusak
"Akses jalan masuk d Rancamanyar penuh kubangan air, warga was2 tiap lewat apalagi pas ujan, tolong secepatnya d perbaiki min",Jalan Rusak
"Parah banget Gorong-gorong sekitar Rancamanyar penuh belatung dan lalat hijau, barang elektronik pada rusak kerendem tolong segera ditindak",Sampah/Banjir
Min tlg Sound horeg hajatan daerah Kutawaringin neror anak-anak sekolah pas pulang sampe korban mengalami luka sabetan sajam,Keamanan/Ketertiban
Min tlong Kartu Indonesia Sehat (KIS PBI) daerahh Ujungberung warga difabel/lansia terlewat ga didata sampe uang bantuan berkurang banyak kepotong pungli,Bansos
"Lapor pak, Akses jalan masuk Kutawaringin bolong dalem banget mobil ceperr sering mentok. minta tolong segera di hotmix",Jalan Rusak
Ada geng motor balapan liar tiap malam bikin warga ga bisa tidur,Keamanan/Ketertiban
"Parah bgt Preman pasar sekitar Rancaekek makin marak dan meresahkan warga, banyak kehilangan motor dlm sepekan plis segera ditindak",Keamanan/Ketertiban
"mohon kades/lurah tindak tegas oknum yg motong, Kartu Sembako Murah di Ciganitri udah keluarga dan timses kades diprioritaskan bikin anak yatim ga bs beli perlengkapan sekolah",Bansos
Min tolong Aksi curanmor daerah Ciwidey sering lempar batu dan botol kaca sampe anak balita kaget nangis kebangun,Keamanan/Ketertiban
"Data penerima bansos salah sasaran, yg mampu malah dapet",Bansos
Warga difabel dan lansia harusnya diprioritaskan tapi malah terlewat,Bansos
"Parah bngt Jalan gang sekitar Cimenyan aspal hotmix nya ngelotok, bikin motor sering jatoh tiap malem tolong segera ditindak",Jalan Rusak
Sering kejadian pencopetan di halte angkot deket pasar,Keamanan/Ketertiban
"Parah banget Tumpukan sampah liar sekitar Solokan Jeruk baunya nusuk hidung bikin enek, bikin warga gatal-gatal dan batuk tolong segera ditindak",Sampah/Banjir
"min tolong sampaikan k dinas terkait, Jln protokol di Ujungberung udah banyak jeglongan sewu bikin bahaya bgt buat anak2 sekolah",Jalan Rusak
"Aksi begal bersenjata di Cibiru terjadi terus tiap mlm minggu, pengendara mtr cewek takut lewat situ, mohon aparat keamanan segera bertindak tegas",Keamanan/Ketertiban
Min tlg Jalan raya daerah Ciparay bolong dalem bangett sampe mobil ceper sering mentok,Jalan Rusak
"Warga Tegalluar ngeluh Drainase pemukiman penuh belatung dan lalat hijau, dampaknya banyak nyamuk DBD, tolong buatin tanggul darurat pa kades",Sampah/Banjir
"Warga Nagreg ngeluh Maling jemuran dan gas lpg nyolong barang warga secara beruntun, dampaknya pedagang kecil rugi diperas terus, tlong polres dan polsek rutin patroli malam",Keamanan/Ketertiban
"Lapor pak, Jalan poros Ciganitri bolong dalem bgt bikin motor sering jatoh tiap malem. minta tolong segera di hotmix",Jalan Rusak
Min tolong Jalan komplek daerah Ibun licin dan banyak kerikil tajam sampe bahaya bgt buat anak2 sekolah,Jalan Rusak
Trotoar di Margahayu ancur ga bisa dilewatin pejalan kaki,Jalan Rusak
"CCTV di gang utama rusak udah lama, minta segera diperbaiki",Keamanan/Ketertiban
"Kartu Indonesia Sehat (KIS PBI) d Kopo udah 3 bulan belum cair tanpa penjelasan, warga miskin beneran cuma bisa gigit jari, tolong bantu proses pencairan kartu sy min",Bansos
Min tlg Paving block jalan daerah Kopo banyak jeglongan sewu sampe udh brp kali ada korban kecelakaan,Jalan Rusak
"Jln protokol d Bojongmalaka amblas separuh badan, angkot ga mau lewat situ lg, jangan nunggu ada korban jiwa baru dibenerin",Jalan Rusak
"Parah banget Bantuan santunan lansi sekitar Rancamanyar salah sasaran yg mampu dan bermobil malah dapet, uang bantuan berkurang banyak kepotong pungli tolong segera ditindak",Bansos
"Warga Cileunyi ngeluh Gorong-gorong lumpur sedimennya udah tebel bgt, dampaknya bikin warga gatal-gatal dan batuk, dinas kebersihan tolon angkut sampahnya",Sampah/Banjir
"Warga Manggahang ngeluh Data Terpadu Kesejahteraan Sosial (DTKS) udah 3 bulan belum cair tanpa penjelasan, dampaknya warga sakit ga bs berobat krn KIS dinonaktifkan, tlg usut tuntass pungli bantuan sosial ini",Bansos
"Lapor pak, Aksi begal bersenjata Tegalluar nongkrong d pos ronda sambil nenggak ciu lingkungan jadi rawan kriminal. mohon pasang lampu jalan dan cctv d titik rawan",Keamanan/Ketertiban
"tangkap dan tindak oknum preman meresahkan, Pemuda mabuk-mabukan d Kutawaringin udah nyolong barang warga secara beruntun bikin pengendara muntor cewek takut lewat situ",Keamanan/Ketertiban
"Warung miras ilegal di Katapang terjadi terus tiap malam minggu, anak balita kaget nangis kebangun, tlg pos kamling diaktifkan lagi",Keamanan/Ketertiban
"Sampah berserakan di TPS liar deket rumah warga Katapang, bau bgt",Sampah/Banjir
Kali belakang komplek dipenuhi sampah plastik menggunung,Sampah/Banjir
"Parah banget Warung miras ilegal sekitar Solokan Jeruk nyolong barang warga secara beruntun, pengendara motor cewek takut lewat situ plis segera ditindak",Keamanan/Ketertiban
"Banjir di Dayeuhkolot bikin macet parah, motor mogok semua",Sampah/Banjir
Min tolong Paving block jalan daerah Ujungberung aspal hotmix nya ngelotok sampe angkott ga mau lewat situ lg,Jalan Rusak
Min tolong Jalan desa daerah Ciwidey penuh kubangan air sampe udh brp kali ada korban kecelakaan,Jalan Rusak
"tolong verifikasi lapangan langsung ke rmh warga, Kartu Indonesia Sehat (KIS PBI) di Banjaran udah warga difabel/lansia terlewat ga didataa bikin lansia kurang mampu kesulitan beli beras",Bansos
"Parah bngt Banjir tahunan sekitar Margahayu lumpur sedimennya udah tebel bgt, mtr mogok massal pas nekat nerobos tlong segera ditindak",Sampah/Banjir
"Parah banget Maling jemuran dan gas lpg sekitar Soreang makin marak dan meresahkan warga, lingkungan jadi rawan kriminal tlong segera ditindak",Keamanan/Ketertiban
"Aksi tawuran remaja di Cicalengka sering lempar batu dan botol kaca, warga jadi was-was dan ga tenang, tlong tertibkan balap liar pak polisi",Keamanan/Ketertiban
"Parah bgt Jalan utama sekitar Margahayu rusak berat gak dibenerin, shockbreaker motor jebol tolong segera ditindakk",Jalan Rusak
"Geng muntor ugal-ugalan di Cimenyan bikin suara bising ga bisa tidur tiap malam, korban mengalami luka sabetan sajam, tolong pos kamling diaktifkan lagi",Keamanan/Ketertiban
"Parah banget Aksi begal bersenjata sekitar Gedebage sering lempar batu dan botol kaca, banyak kehilangan motor dlm sepekan tolong segera ditindak",Keamanan/Ketertiban
"Gorong-gorong d Margahayu merenda rumah warga setinggi paha, akses jalan lumpuh total ga bisa lewat motor, butuh perahu karet buat evakuasi warga",Sampah/Banjir
"Lapor pak, Kartu Keluarga Sejahtera (KKS) Pameungpeuk warga difabel/lansia terlewat ga didata uang bantuan berkurang banyak kepotong pungli. tolong usut tuntas pungli bantuan sosiall ini",Bansos
"Parah banget Jalan gang sekitar Solokan Jeruk penuh kubangan air, mobil ceper sering mentok tlg segera ditindak",Jalan Rusak
Min tolong Air selokan daerah Cicalengka mampet total gara-gara plastik dan sampah sampe akses jalan lumpuh total ga bsa lewat motor,Sampah/Banjir
"tlong pos kamling diaktifkan lagi, Pelecehan / catcalling d Cibiru udah maksa minta uang keamanan ke pedagang kecil bikin pengendara motor cewek takut lewat situ",Keamanan/Ketertiban
"Warga Cibaduyut ngeluh Tumpukan sampah liar menggunung udah berminggu-minggu ga diangkut, dampaknya bikin warga gatal-gatal dan batuk, butuh perahu karet buat evakuasi warga",Sampah/Banjir
Min tlg Bantuan bedah rmh rutilahu daerah Baleendah keluarga dan timses kades diprioritaskan sampe lansia kurang mampu kesulitan beli beras,Bansos
Proses pengajuan bansos online error terus ga bisa submit,Bansos
"Kali di belakang perumahan penuh sampah, aromanya ga enak",Sampah/Banjir
"Jalan gang deket rumah saya berlubang dalem, motor sering kepeleset",Jalan Rusak
"Warga Cimenyan ngeluh Sound horeg hajatan nyolong barang warga secara beruntun, dampaknya banyak kehilangann muntor dlm sepekan, tolong polres dan polsek rutin patroli malam",Keamanan/Ketertiban
"Ada jalan amblas mendadak di dekat jembatan kecil, bahaya banget",Jalan Rusak
"Lapor pak, Preman pasar Cileunyi makin marak dan meresahkan warga pedagangg kecil rugi diperas terus. mohon pasang lampu jalan dan cctv d titik rawan",Keamanan/Ketertiban
Min plis Tumpukan sampah liar daerah Soreang meluap k jalan tiap ujan lebat sampe akses jalann lumpuh total ga bisa lewat motor,Sampah/Banjir
"Warga Sapan ngeluh Sound horeg hajatan maksa minta uang keamanan ke pedagang kecil, dampaknya korban mengalami luka sabetan sajam, tangkap dan tindak oknum preman meresahkan",Keamanan/Ketertiban
"Parah bgt Penyaluran beras bansos sekitar Sapan nama dicoret tiba-tiba padahal miskin, warga sakit ga bsa berobat krn KIS dinonaktifkan tolong segera ditindak",Bansos
Min tlong Drainase pemukiman daerah Kopo ga surut-surut udah 3 hari sampe warga terpaksa ngungsi ke mushola,Sampah/Banjir
"min tolong sampaikan ke babinsa/bhabinkamtibmas, Maling jemuran dan gas lpg di Pasirjambu udah neror anak-anak sekolah pas pulang bikin warga takut kelua rumah malem hari",Keamanan/Ketertiban
Min tolong Sampah d TPS daerah Ibun penuh sampah kasur dan plastik sampe warga terpaksa ngungsi ke mushola,Sampah/Banjir
"Knalpot brong bising d Kopo bikin suara bising ga bisa tidur tiap malam, banyak kehilangan motor dlm sepekan, tolong tertibkan balap liar pak polisi",Keamanan/Ketertiban
"Lapor pak, Bantuan Langsung Tunai (BLT) Soreang kualitas beras berkutu, apek dan hancur warga miskin beneran cuma bisa gigit jari. tolong usut tuntas pungli bantuan sosial ini",Bansos
"tlong polres dan polsek rutin patroli mlem, Knalpot brong bising d Cileunyi udah neror anak-anak sekolah pas pulang bikin warga jadi was-was dan ga tenang",Keamanan/Ketertiban
"Jalan kampung blm pernah diaspal dari dulu, becek dan rusak terus",Jalan Rusak
"Wargaa Gedebage ngeluh Jalan poros aspalnya udah ngelupas abis, dampaknya bahaya bgt buat anak2 sekolah, plis pak lurah perhatikan jalan kami",Jalan Rusak
"Warga Sukamenak ngeluh Jalan dekat pasar retak-retak parah, dampaknya angkot ga mau lewat situ lg, pliss segera d tindaklanjuti pa",Jalan Rusak
"tlong polres dan polsek rutin patroli mlem, Knalpot brong bising di Solokan Jeruk udah neror anak-anak sekolah pas pulang bikin korban mengalami luka sabetan sajam",Keamanan/Ketertiban
"Warga Gedebage ngeluh Bantuan Langsung Tunai (BLT) ada pemotongan dana sepihak oleh oknum RT/RW, dampaknya korban PHK ga dapet perhatian sama sekali, mohon kades/lurah tindak tegas oknum yg motong",Bansos
"Lapor pak, Kartu Keluarga Sejahtera (KKS) Dayeuhkolot saldo d kartu e-warong kosong melompong warga ngeluh ga ada transparansi. mohon kades/lurah tindak tegas oknum yg motong",Bansos
"Parah bgt Pencurian rumah kosong sekitar Ujungberung beraksi pas subuh warga lagi sholat, korban mengalami luka sabetan sajam tolong segera ditindak",Keamanan/Ketertiban
"Parah banget Kartu Indonesia Sehat (KIS PBI) sekitar Ciwidey proses birokrasinya dipersulit petugas kelurahan, anak yatim ga bisa beli perlengkapan sekolah tolong segera ditindak",Bansos
Min tolong Got depan rmh warga daerah Banjaran baunya nusuk hidung bikin enek sampe barang elektroni pada rusak kerendem,Sampah/Banjir
"minta tlong segera di hotmix, Jalan desa di Gedebage udah bolong dalem banget bikin shockbreaker motor jebol",Jalan Rusak
Ada laporan penipuan investasi bodong yang menjerat banyak warga,Keamanan/Ketertiban
"Lapor pak, Pelecehan / catcalling Rancamanyar nongkrong di pos ronda sambil nenggak ciu warga jadi was-was dan ga tenang. tolong polres dan polsek rutin patroli mlm",Keamanan/Ketertiban
Min tolong Preman pasar daerah Cileunyi nongkrong di pos rond sambil nenggak ciu sampe warga takut keluar rmh malem hari,Keamanan/Ketertiban
"Parah banget Jalan desa sekitar Pameungpeuk ancur lebur, udh brp kali ada korban kecelakaan tlong segera ditindak",Jalan Rusak
Kelompok remaja sering pesta miras di taman deket rumah warga,Keamanan/Ketertiban
"tlong bantu proses pencairan kartu saya min, Bantuan bedah rumah rutilahu di Cilengkrang udah proses birokrasinya dipersulit petugas kelurahan bikin warga ngeluh ga ada transparansi",Bansos
"min tolong sampaikan k babinsa/bhabinkamtibmas, Sound horeg hajatan d Cibaduyut udah berkeliaran bawa senjata tajam / cerulit bikin lingkungan jadi rawan kriminal",Keamanan/Ketertiban
Min tlong Aksi curanmor daerah Sapan maks minta uang keamanan k pedagang kecil sampe pedagang kecil rugi diperas terus,Keamanan/Ketertiban
Min tlg Air selokan daerah Cibiru airnya item pekat dan berbau busuk sampe bau busuk kecium sampe radius 300 meter,Sampah/Banjir
Min tlg Bansos PKH dan BPNT daerah Cibaduyut warga difabel/lansia terlewat ga didata sampe korban PHK ga dapet perhatian sama sekali,Bansos
"Warga Arjasari ngeluh Judi online slot nyolong barang warga secara beruntun, dampaknya lingkungan jadi rawan kriminal, tolong polres dan polsek rutin patroli mlm",Keamanan/Ketertiban
"Lapor pak, Preman pasar Ciwidey beraksi pas subuh warga lagi sholat pengendara muntor cewek takut lewat situ. plis polres dan polsek rutin patroli mlm",Keamanan/Ketertiban
"Aspal Paseh mulai retak-retak, kalo dibiarin bisa tambah parah",Jalan Rusak
"Jembatan kecil d Sukamenak amblas separuh badan, bikin velg motor peang dan ban bocor, tolong secepatnya d perbaiki min",Jalan Rusak
Sampah organik dan anorganik dibuang campur bikin penuh cepet,Sampah/Banjir
"jangan nunggu ada korban jiwa baru dibenerin, Aspal jalan di Arjasari udah rusak kena kikis air comberan bikin bikin motor sering jatoh tiap malem",Jalan Rusak
Saya sudah lapor kehilangan pekerjaan tapi bansos ga kunjung diproses,Bansos
"plis verifikasi lapangan langsung k rumah warga, Kartu Sembako Murah di Pangalengan udah kualitas beras berkutu, apek dan hancur bikin warga ngeluh ga ada transparansi",Bansos
"Warga Rancaekek ngeluh Jalan poros amblas separuh badan, dampaknya angkot ga mau lewat situ lg, tolong dinas pupr segera aspal ulang",Jalan Rusak
Min tlg Akses jalan masuk daerah Soreang aspal hotmix nya ngelotok sampe bahaya bgt buat anak2 sekolah,Jalan Rusak
Min tolong Bantuan Langsung Tunai (BLT) daerah Tegalluar nama dicoret tiba-tiba padahal miskin sampe lansia kurang mampu kesulitan beli beras,Bansos
Min tolong Balap liar tengah malam daerah Majalaya bikin suara bising ga bisa tidur tiap malam sampe banyak kehilangan motor dlm sepekan,Keamanan/Ketertiban
Anak-anak muda mabuk-mabukan di pos ronda bikin resah warga,Keamanan/Ketertiban
"Warga Pangalengan ngeluh Paving block jalan rusak kena kikis air comberan, dampaknya bikin velg motor peang dan ban bocor, pliss segera di tindaklanjuti pa",Jalan Rusak
"Sampah numpuk di pinggir kali Baleendah, bau busuk menyengat",Sampah/Banjir
"butuh perahu karet buat evakuasi warga, Got depan rumah warga d Manggahang udah baunya nusuk hidung bikin enek bikin anak sekolah ga bsa lewat",Sampah/Banjir
"Kali dekat pasar d Bojongmalaka lumpur sedimennya udah tebel bgt, akses jalan lumpuh total ga bisa lewat motor, dinas kebersihan plis angkut sampahnya",Sampah/Banjir
"Parah bngt Kartu Sembako Murah sekitar Cimenyan kualitas beras berkutu, apek dan hancur, warga ngeluh ga ada transparansi tolong segera ditindak",Bansos
"Warga Nagreg ngeluh Kartu Sembakoo Murah ada pemotongan dana sepihak oleh oknum RT/RW, dampaknya warga sakit ga bisa berobat krn KIS dinonaktifkan, plis dinas sosial audit ulang data penerima",Bansos
"Preman pasar di Ibun neror anak-anak sekolah pas pulang, lingkungan jadi rawan kriminal, tlong polres dan polsek rutin patroli malam",Keamanan/Ketertiban
"Warga Kopo ngeluh Bantuan modal UMKM salah sasaran yg mampu dan bermobil malah dapet, dampaknya korban PHK ga dapet perhatian sama sekali, kemensos tolong perbaiki sistem data DTKS",Bansos
"Warga Ujungberung ngeluh Tumpukan sampah liar tanggulnya rembes dan bocor, dampaknya banyak nyamuk DBD, tolong keruk selokan min",Sampah/Banjir
Min tolong Sungai/kali daerah Bojongmalaka airnya item pekat dan berbau busuk sampe anak sekolah ga bsa lewat,Sampah/Banjir
Jln utama rusak berat bikin angkot pada males lewat situ jadi warga susah naik angkot,Jalan Rusak
"Lapor pak, Banjir tahunan Paseh penuh belatung dan lalat hijau banyak nyamuk DBD. tolong pak camat segera tinjau lokasi",Sampah/Banjir
"Jalan utama di Margahayu berlubang parah, warga was2 tiap lewat apalagi pas ujan, tlg secepatnya di perbaiki min",Jalan Rusak
"Lapor pak, Kartu Sembako Murah Solokan Jeruk aplikasi pendaftaran bansos error dan gbs login uang bantuan berkurang banyak kepotong pungli. kemensos tolong perbaiki sistem data DTKS",Bansos
"tolong pak lurah perhatikan jalan kami, Trotoar d Cikoneng udah banyak jeglongan sewu bikin bikin macet parah tiap pagi",Jalan Rusak
Jalan raya Solokan Jeruk banyak lubang bikin macet parah tiap sore,Jalan Rusak
"tolong keruk selokan min, Kali dekat pasar di Ibun udah penuh belatung dan lalat hijau bikin bikin lingkungan kumuh dan bau menyengat",Sampah/Banjir
Min tlong Jembatan kecil daerah Banjaran aspalnya udah ngelupas abis sampe mobil ceper sering mentok,Jalan Rusak
"Jalan alternatif di Bojongsoang aspalnya udah ngelupas abis, bikin debu tebel kalo panas, jangan nunggu ada korban jiwa baru dibenerin",Jalan Rusak
"Lapor pak, Air selokan Cibaduyut tanggulnya rembes dan bocor akses jalan lumpuh total ga bsa lewat mtr. mohon dinas lingkungan hidup turun tangan",Sampah/Banjir
"Kali dekat pasar di Gedebage penuh belatung dan lalat hijau, akses jalan lumpuh total ga bisa lewat muntor, dinas kebersihan tolong angkut sampahnya",Sampah/Banjir
Min tolong Bantuan modal UMKM daerah Rancaekek saldo d kartu e-warong kosong melompong sampe korban PHK ga dapet perhatian sama sekali,Bansos
Warga korban PHK massal belum masuk daftar penerima bantuan apapun,Bansos
"plis pos kamling diaktifkan lagi, Maling jemuran dan gas lpg d Cilengkrang udah nongkrong d pos ronda sambil nenggak ciu bikin warga jadi was-was dan ga tenang",Keamanan/Ketertiban
"Lapor pak, Bantuan Langsung Tunai (BLT) Ciwidey saldo di kartu e-warong kosong melompong korban PHK ga dapet perhatian sama sekali. tlg verifikasi lapangan langsung ke rumah warga",Bansos
"butuh perahu karet buat evakuasi warga, Banjir tahunan di Pangalengann udah lumpur sedimennya udah tebel bgt bikin bikin lingkungan kumuh dan bau menyengat",Sampah/Banjir
"Lapor pak, Kartu Indonesia Sehat (KIS PBI) Rancaekek kualitas beras berkutu, apek dan hancur uang bantuan berkurang banyak kepotong pungli. tolong usut tuntas pungli bantuan sosial ini",Bansos
"mohon pak bupati gercep benerin, Jalan alternatif d Katapang udah ancur lebur bikin mobil ceper sering mentok",Jalan Rusak
"Lapor pak, Bantuan bedah rumah rutilahu Ciwidey salah sasaran yg mampu dan bermobil malah dapet warga ngeluh ga ada transparansi. kemensos tlong perbaiki sistem data DTKS",Bansos
"Parah banget Knalpot brong bising sekitar Cimenyan beraksi pas subuh warga lagi sholat, pengendara motor cewek takut lewat situ tlg segera ditindak",Keamanan/Ketertiban
Bansos yang diterima jumlahnya ga sesuai dengan yang dijanjikan pemerintah,Bansos
Min tolong Jalan desa daerah Cileunyi amblas separuh badan sampe bikin macet parah tiap pagi,Jalan Rusak
Jalan perumahan saya rusak parah tiap ujan jadi banjir kecil2 di lubang,Jalan Rusak
Min tolong Aspal jalan daerah Sukamenak ancur lebur sampe shockbreaker motor jebol,Jalan Rusak
"Penyaluran beras bansos d Pameungpeuk aplikasi pendaftaran bansos error dan gbs login, warga miskin beneran cuma bisa gigit jari, kemensos plis perbaiki sistem data DTKS",Bansos
"Warga Kopo ngeluh Drainase pemukiman airnya item pekat dan berbau busuk, dampaknya anak sekolah ga bsa lewat, mohon dinas lingkungan hidup turun tangan",Sampah/Banjir
"Lapor pak, Kartu Keluarga Sejahtera (KKS) Ciganitri aplikasi pendaftaran bansos error dan gbs login anak yatim ga bs beli perlengkapan sekolah. plis dinas sosial audit ulang data penerima",Bansos
"Lapor pak, Kali dekat pasar Majalaya airnya item pekat dan berbau busuk bikin warga gatal-gatal dan batuk. butuh perahu karet buat evakuasi warga",Sampah/Banjir
"pliss segera d tindaklanjuti pa, Tikungan jalan d Kopo udah banyak jeglongan sewu bikin mobil ceper sering mentok",Jalan Rusak
Aspal jalan menuju kantor kecamatan udah pada terkelupas semua,Jalan Rusak
"Lapor pak, Balapp liar tengah mlm Banjaran maksa minta uang keamanan ke pedagang kecil warga jadi was-was dan ga tenang. mohon pasang lampu jalan dan cctv di titik rawan",Keamanan/Ketertiban
Min tlong Knalpot brong bising daerah Cangkuang makin marak dan meresahkan warga sampe anak balita kaget nangis kebangun,Keamanan/Ketertiban
Min tolong Kartu Sembako Murah daerah Cimenyan warga difabel/lansia terlewat ga didata sampe warga ngeluh ga ada transparansi,Bansos
"Parah banget Kali dekat pasar sekitar Bojongmalaka meluap ke jalan tiap ujan lebat, bau busuk kecium sampee radius 300 meter tolong segera ditindak",Sampah/Banjir
"Parah banget Genangan cileuncang sekitar Dayeuhkolot merendam rumah warga setinggi paha, akses jalan lumpuh total ga bisa lewat muntor plis segera ditindak",Sampah/Banjir
